Cut Code,Period,Phase,Bench,Mat Group,Mat Type,Tonnes,Dens(t/m3)
F50-3320,18M10,50,3320,oarhg,ore,5040,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,oarhg,ore,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,6048,2.5
F50-3320,18M10,50,3320,oarhg,ore,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,7056,2.5
F50-3320,18M10,50,3320,oarhg,ore,4032,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarhg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,4032,2.5
F50-3320,18M10,50,3320,oarlg,ore,6032,2.5
F50-3320,18M10,50,3320,oinlg,ore,928,2.5
F50-3320,18M10,50,3320,oarlg,ore,3008,2.5
F50-3320,18M10,50,3320,oinlc,ore,928,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarhg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarhg,ore,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarmg,ore,3024,2.5
F50-3320,18M10,50,3320,oarhg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,5040,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,7056,2.5
F50-3320,18M10,50,3320,oinlg,ore,928,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,5040,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,7056,2.5
F50-3320,18M10,50,3320,oarlg,ore,6028.8,2.5
F50-3320,18M10,50,3320,sinst,ore,963.2,2.5
F50-3320,18M10,50,3320,wpag1,waste,934.4,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarmg,ore,6048,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oinlg,ore,2859.2,2.5
F50-3320,18M10,50,3320,wpag1,waste,2953.6,2.5
F50-3320,18M10,50,3320,oarlg,ore,4032,2.5
F50-3320,18M10,50,3320,oarmg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,4012.8,2.5
F50-3320,18M10,50,3320,oinlg,ore,1887.2,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,sinst,ore,944.8,2.5
F50-3320,18M10,50,3320,oarlg,ore,8057.6,2.5
F50-3320,18M10,50,3320,oarlg,ore,1987.2,2.5
F50-3320,18M10,50,3320,sinst,ore,1882.4,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,992,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,oinlg,ore,2824,2.5
F50-3320,18M10,50,3320,sarst,ore,1984,2.5
F50-3320,18M10,50,3320,oinlg,ore,3712,2.5
F50-3320,18M10,50,3320,wpag1,waste,3715.2,2.5
F50-3320,18M10,50,3320,oinlg,ore,6496,2.5
F50-3320,18M10,50,3320,oinmg,ore,928,2.5
F50-3320,18M10,50,3320,oinhg,ore,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,3712,2.5
F50-3320,18M10,50,3320,wpag2,waste,3712,2.5
F50-3320,18M10,50,3320,oinlg,ore,928,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oinlg,ore,2784,2.5
F50-3320,18M10,50,3320,wpag2,waste,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,2864,2.5
F50-3320,18M10,50,3320,wpag1,waste,3024,2.5
F50-3320,18M10,50,3320,wpag2,waste,2784,2.5
F50-3320,18M10,50,3320,oinlg,ore,2784,2.5
F50-3320,18M10,50,3320,sinst,ore,1856,2.5
F50-3320,18M10,50,3320,wnag,waste,1648,2.5
F50-3320,18M10,50,3320,wpag1,waste,5312,2.5
F50-3320,18M10,50,3320,oinlg,ore,4640,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,2772.48,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,2853.76,2.5
F50-3320,18M10,50,3320,oinlg,ore,6496,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,oinlg,ore,3712,2.5
F50-3320,18M10,50,3320,sinst,ore,1856,2.5
F50-3320,18M10,50,3320,wnag,waste,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,1856,2.5
F50-3320,18M10,50,3320,sinst,ore,4640,2.5
F50-3320,18M10,50,3320,wpag1,waste,928,2.5
F50-3320,18M10,50,3320,oinlg,ore,928,2.5
F50-3320,18M10,50,3320,oinmg,ore,928,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wnag,waste,3712,2.5
F50-3320,18M10,50,3320,wpag1,waste,928,2.5
F50-3320,18M10,50,3320,oinlg,ore,3712,2.5
F50-3320,18M10,50,3320,oinmg,ore,1856,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,1856,2.5
F50-3320,18M10,50,3320,oinmg,ore,928,2.5
F50-3320,18M10,50,3320,wpag2,waste,1856,2.5
F50-3320,18M10,50,3320,wpag1,waste,3712,2.5
F50-3320,18M10,50,3320,oinlg,ore,928,2.5
F50-3320,18M10,50,3320,sinst,ore,5568,2.5
F50-3320,18M10,50,3320,wpag1,waste,640,2.5
F50-3320,18M10,50,3320,wpag2,waste,6688,2.5
F50-3320,18M10,50,3320,wpag1,waste,1008,2.5
F50-3320,18M10,50,3320,wpag2,waste,6224,2.5
F50-3320,18M10,50,3320,wpag2,waste,640,2.5
F50-3320,18M10,50,3320,oinlg,ore,3952,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,1280,2.5
F50-3320,18M10,50,3320,oinlg,ore,5568,2.5
F50-3320,18M10,50,3320,wpag1,waste,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,1856,2.5
F50-3320,18M10,50,3320,oinmg,ore,928,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,4640,2.5
F50-3320,18M10,50,3320,wpag1,waste,7584,2.5
F50-3320,18M10,50,3320,wpag1,waste,7216,2.5
F50-3320,18M10,50,3320,wpag1,waste,5776,2.5
F50-3320,18M10,50,3320,wpag1,waste,5856,2.5
F50-3320,18M10,50,3320,sinst,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,4208,2.5
F50-3320,18M10,50,3320,wpag2,waste,3024,2.5
F50-3320,18M10,50,3320,wpag1,waste,4672,2.5
F50-3320,18M10,50,3320,oinlg,ore,3024,2.5
F50-3320,18M10,50,3320,oinmg,ore,1008,2.5
F50-3320,18M10,50,3320,sinst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,3024,2.5
F50-3320,18M10,50,3320,wpag2,waste,4035.36,2.5
F50-3320,18M10,50,3320,oinlg,ore,2990.88,2.5
F50-3320,18M10,50,3320,wpag2,waste,1008,2.5
F50-3320,18M10,50,3320,oinlc,ore,2016,2.5
F50-3320,18M10,50,3320,oinlg,ore,5040,2.5
F50-3320,18M10,50,3320,oinlc,ore,5036.8,2.5
F50-3320,18M10,50,3320,oinlg,ore,1008,2.5
F50-3320,18M10,50,3320,oinmg,ore,1008,2.5
F50-3320,18M10,50,3320,sinst,ore,1000,2.5
F50-3320,18M10,50,3320,wpag2,waste,1008,2.5
F50-3320,18M10,50,3320,oinlc,ore,4032,2.5
F50-3320,18M10,50,3320,sinst,ore,1856,2.5
F50-3320,18M10,50,3320,oinlc,ore,1856,2.5
F50-3320,18M10,50,3320,oinlg,ore,1856,2.5
F50-3320,18M10,50,3320,sinst,ore,1856,2.5
F50-3320,18M10,50,3320,wpag1,waste,1856,2.5
F50-3320,18M10,50,3320,wpag1,waste,6080,2.5
F50-3320,18M10,50,3320,wpag1,waste,5408,2.5
F50-3320,18M10,50,3320,sinst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,4480,2.5
F50-3320,18M10,50,3320,oinlg,ore,4032,2.5
F50-3320,18M10,50,3320,oinmg,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,1648,2.5
F50-3320,18M10,50,3320,oinlc,ore,1955.2,2.5
F50-3320,18M10,50,3320,oinmg,ore,6048,2.5
F50-3320,18M10,50,3320,wpag2,waste,5811.2,2.5
F50-3320,18M10,50,3320,oinlc,ore,1008,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag2,waste,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,7056,2.5
F50-3320,18M10,50,3320,oarlg,ore,5040,2.5
F50-3320,18M10,50,3320,oarmg,ore,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,5040,2.5
F50-3320,18M10,50,3320,sarst,ore,3024,2.5
F50-3320,18M10,50,3320,wpag1,waste,1856,2.5
F50-3320,18M10,50,3320,wnag,waste,2784,2.5
F50-3320,18M10,50,3320,wpag1,waste,1936,2.5
F50-3320,18M10,50,3320,wpag1,waste,5696,2.5
F50-3320,18M10,50,3320,wpag1,waste,5920,2.5
F50-3320,18M10,50,3320,sinst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,640,2.5
F50-3320,18M10,50,3320,wpag1,waste,3840,2.5
F50-3320,18M10,50,3320,wnag,waste,3120,2.5
F50-3320,18M10,50,3320,wpag1,waste,4480,2.5
F50-3320,18M10,50,3320,oinhg,ore,1008,2.5
F50-3320,18M10,50,3320,oinlg,ore,5040,2.5
F50-3320,18M10,50,3320,oinmg,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,640,2.5
F50-3320,18M10,50,3320,oinlg,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,7259.52,2.5
F50-3320,18M10,50,3320,oinlc,ore,928,2.5
F50-3320,18M10,50,3320,oinlg,ore,2016,2.5
F50-3320,18M10,50,3320,oinmg,ore,4960,2.5
F50-3320,18M10,50,3320,wpag2,waste,987.84,2.5
F50-3320,18M10,50,3320,oinlc,ore,2794.88,2.5
F50-3320,18M10,50,3320,oinmg,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,2078.24,2.5
F50-3320,18M10,50,3320,wpag2,waste,1856,2.5
F50-3320,18M10,50,3320,oinlc,ore,3712,2.5
F50-3320,18M10,50,3320,oinlg,ore,931.2,2.5
F50-3320,18M10,50,3320,oinmg,ore,928,2.5
F50-3320,18M10,50,3320,wpag2,waste,928,2.5
F50-3320,18M10,50,3320,oinlc,ore,2784,2.5
F50-3320,18M10,50,3320,wpag2,waste,1856,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,oarmg,ore,4032,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,4032,2.5
F50-3320,18M10,50,3320,wnag,waste,3024,2.5
F50-3320,18M10,50,3320,sarst,ore,3024,2.5
F50-3320,18M10,50,3320,wnag,waste,5040,2.5
F50-3320,18M10,50,3320,wpag2,waste,3984,2.5
F50-3320,18M10,50,3320,wpag1,waste,2944,2.5
F50-3320,18M10,50,3320,wpag2,waste,3076,2.5
F50-3320,18M10,50,3320,wpag1,waste,5200,2.5
F50-3320,18M10,50,3320,wnag,waste,5200,2.5
F50-3320,18M10,50,3320,wpag1,waste,3120,2.5
F50-3320,18M10,50,3320,wpag2,waste,1025.92,2.5
F50-3320,18M10,50,3320,wnag,waste,6240,2.5
F50-3320,18M10,50,3320,wpag1,waste,1040,2.5
F50-3320,18M10,50,3320,wpag2,waste,3004.28,2.5
F50-3320,18M10,50,3320,wpag1,waste,3120,2.5
F50-3320,18M10,50,3320,oarlg,ore,2308.959115,2.5
F50-3320,18M10,50,3320,sarst,ore,329.8513021,2.5
F50-3320,18M10,50,3320,oarlg,ore,4032,2.5
F50-3320,18M10,50,3320,wnag,waste,4032,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,6048,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,5040,2.5
F50-3320,18M10,50,3320,wnag,waste,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,7056,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,sarst,ore,2016,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,4032,2.5
F50-3320,18M10,50,3320,oarlg,ore,7056,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,wpag2,waste,2036,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,5976,2.5
F50-3320,18M10,50,3320,wpag2,waste,6020,2.5
F50-3320,18M10,50,3320,wpag1,waste,2080,2.5
F50-3320,18M10,50,3320,wpag2,waste,4160,2.5
F50-3320,18M10,50,3320,wpag1,waste,4160,2.5
F50-3320,18M10,50,3320,wpag2,waste,1040,2.5
F50-3320,18M10,50,3320,wpag1,waste,7280,2.5
F50-3320,18M10,50,3320,wpag1,waste,8320,2.5
F50-3320,18M10,50,3320,wpag1,waste,8320,2.5
F50-3320,18M10,50,3320,wpag2,waste,1029.44,2.5
F50-3320,18M10,50,3320,wpag1,waste,6240,2.5
F50-3320,18M10,50,3320,wpag1,waste,1040,2.5
F50-3320,18M10,50,3320,wpag2,waste,996,2.5
F50-3320,18M10,50,3320,wnag,waste,8064,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,oarmg,ore,4032,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,4032,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wnag,waste,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,8064,2.5
F50-3320,18M10,50,3320,oarlg,ore,4032,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,3024,2.5
F50-3320,18M10,50,3320,wpag2,waste,7492,2.5
F50-3320,18M10,50,3320,wpag2,waste,5840,2.5
F50-3320,18M10,50,3320,wpag2,waste,6972,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,3984,2.5
F50-3320,18M10,50,3320,wpag1,waste,4160,2.5
F50-3320,18M10,50,3320,wpag1,waste,8320,2.5
F50-3320,18M10,50,3320,oinlc,ore,2080,2.5
F50-3320,18M10,50,3320,wpag1,waste,1040,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,7056,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,7056,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,6048,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,1008,2.5
F50-3320,18M10,50,3320,oarlc,ore,4032,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,oarlg,ore,2016,2.5
F50-3320,18M10,50,3320,sarst,ore,4032,2.5
F50-3320,18M10,50,3320,wpag1,waste,1936,2.5
F50-3320,18M10,50,3320,oarlc,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,4856,2.5
F50-3320,18M10,50,3320,wpag2,waste,928,2.5
F50-3320,18M10,50,3320,sinst,ore,928,2.5
F50-3320,18M10,50,3320,wpag1,waste,5704,2.5
F50-3320,18M10,50,3320,wpag2,waste,1992,2.5
F50-3320,18M10,50,3320,wpag1,waste,5976,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,8100,2.5
F50-3320,18M10,50,3320,wpag2,waste,7968,2.5
F50-3320,18M10,50,3320,wpag2,waste,5024,2.5
F50-3320,18M10,50,3320,wsulf,waste,3120,2.5
F50-3320,18M10,50,3320,wpag2,waste,8232,2.5
F50-3320,18M10,50,3320,wpag2,waste,6020,2.5
F50-3320,18M10,50,3320,wpag2,waste,3120,2.5
F50-3320,18M10,50,3320,wpag1,waste,2080,2.5
F50-3320,18M10,50,3320,oarlg,ore,8064,2.5
F50-3320,18M10,50,3320,wpag2,waste,996,2.5
F50-3320,18M10,50,3320,oarlc,ore,3024,2.5
F50-3320,18M10,50,3320,wpag2,waste,1040,2.5
F50-3320,18M10,50,3320,wpag2,waste,3120,2.5
F50-3320,18M10,50,3320,wpag2,waste,4160,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wpag1,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,1856,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,6496,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wpag1,waste,6496,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,6496,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wnag,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,1856,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,6496,2.5
F60-3408,18M10,60,3408,wnag,waste,5568,2.5
F60-3408,18M10,60,3408,wpag1,waste,1856,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,2799.804,2.5
F60-3408,18M10,60,3408,wpag2,waste,2920,2.5
F60-3408,18M10,60,3408,wpag2,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wnag,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wnag,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wnag,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wpag2,waste,996,2.5
F60-3408,18M10,60,3408,wnag,waste,930.06,2.5
F60-3408,18M10,60,3408,wpag1,waste,4751.484,2.5
F60-3408,18M10,60,3408,wpag2,waste,1960.992,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wnag,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wnag,waste,4708,2.5
F60-3408,18M10,60,3408,wpag1,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,6779.428,2.5
F60-3408,18M10,60,3408,wpag2,waste,996,2.5
F60-3408,18M10,60,3408,wpag2,waste,6496,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag1,waste,7428.856,2.5
F60-3408,18M10,60,3408,wpag1,waste,7590.636,2.5
F60-3408,18M10,60,3408,sinst,ore,928,2.5
F60-3408,18M10,60,3408,wnag,waste,1992,2.5
F60-3408,18M10,60,3408,wpag1,waste,2988,2.5
F60-3408,18M10,60,3408,wpag1,waste,996,2.5
F60-3408,18M10,60,3408,wpag1,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,4640,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,wpag2,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wpag2,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,2784,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,2784,2.5
F60-3408,18M10,60,3408,wnag,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,5568,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,1865.716,2.5
F60-3408,18M10,60,3408,wpag1,waste,4640,2.5
F60-3408,18M10,60,3408,wpag2,waste,2784,2.5
F60-3408,18M10,60,3408,wpag2,waste,6496,2.5
F60-3408,18M10,60,3408,wpag1,waste,928,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,6496,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag1,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,2967.6,2.5
F60-3408,18M10,60,3408,wpag1,waste,1859.58,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,3712,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,sinst,ore,1856,2.5
F60-3408,18M10,60,3408,wnag,waste,1856,2.5
F60-3408,18M10,60,3408,wpag1,waste,3712,2.5
F60-3408,18M10,60,3408,wpag2,waste,968.18,2.5
F60-3408,18M10,60,3408,sinst,ore,3776.764,2.5
F60-3408,18M10,60,3408,wnag,waste,928,2.5
F60-3408,18M10,60,3408,wpag1,waste,1856,2.5
F60-3408,18M10,60,3408,wpag2,waste,1992,2.5
F60-3408,18M10,60,3408,wpag2,waste,1856,2.5
F60-3408,18M10,60,3408,sinst,ore,6496,2.5
F60-3408,18M10,60,3408,sinst,ore,928,2.5
F60-3408,18M10,60,3408,wpag2,waste,4640,2.5
F60-3408,18M10,60,3408,sinst,ore,2784,2.5
F60-3408,18M10,60,3408,wpag2,waste,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,2784,2.5
F60-3408,18M10,60,3408,sinst,ore,4640,2.5
F60-3408,18M10,60,3408,sinst,ore,7427.056,2.5
F60-3408,18M10,60,3408,sinst,ore,2792.176,2.5
F60-3408,18M10,60,3408,sinst,ore,5568,2.5
F60-3408,18M10,60,3408,oinlc,ore,3712,2.5
F60-3408,18M10,60,3408,sinst,ore,3712,2.5
F60-3408,18M10,60,3408,wpag2,waste,3712,2.5
F60-3408,18M10,60,3408,oinlc,ore,928,2.5
F60-3408,18M10,60,3408,sinst,ore,2784,2.5
F60-3408,18M10,60,3408,wpag2,waste,3712,2.5
F60-3408,18M10,60,3408,sinst,ore,3712,2.5
F60-3408,18M10,60,3408,sinst,ore,7424,2.5
F60-3408,18M10,60,3408,sinst,ore,2784,2.5
F60-3408,18M10,60,3408,wpag2,waste,1992,2.5
F60-3408,18M10,60,3408,sinst,ore,1856,2.5
F60-3408,18M10,60,3408,sinst,ore,7424,2.5
F60-3408,18M10,60,3408,oinlc,ore,7424,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,oinlc,ore,928,2.5
F60-3408,18M10,60,3408,sinst,ore,5568,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,sinst,ore,6496,2.5
F60-3408,18M10,60,3408,sinst,ore,4640,2.5
F60-3408,18M10,60,3408,wpag2,waste,7764,2.5
F60-3408,18M10,60,3408,wpag2,waste,996,2.5
F60-3408,18M10,60,3408,sinst,ore,7424,2.5
F60-3408,18M10,60,3408,sinst,ore,7424,2.5
F60-3408,18M10,60,3408,sinst,ore,4640,2.5
F60-3408,18M10,60,3408,wpag1,waste,2784,2.5
F60-3408,18M10,60,3408,sinst,ore,5568,2.5
F60-3408,18M10,60,3408,wpag2,waste,6972,2.5
F60-3408,18M10,60,3408,wpag2,waste,6836,2.5
F60-3408,18M10,60,3408,sinst,ore,928,2.5
F60-3408,18M10,60,3408,wpag2,waste,928,2.5
F60-3408,18M10,60,3408,sinst,ore,6496,2.5
